,id,cause,effect,label
1742,1286,My daughter suffered an panic attack.,I took her to the emergency room.,0.0
1743,52,The homeowners disliked their nosy neighbors.,They hosted a barbeque in their backyard.,0.0
1744,1496,I went to a museum.,My mind was full of paintings.,1.0
1745,351,I ran the ice cube under warm water.,The ice cube stuck to my fingers.,0.0
1746,1373,The woman did not want to work anymore.,She retired.,1.0
1747,269,The chef pressed down on the dough.,The dough crumbled.,0.0
1748,350,Boats sailed through the ocean.,Marine life diminished.,0.0
1749,500,The woman was in a bad mood.,She told her friend to leave her alone.,1.0
1750,352,The window display caught her eye.,The customer came into the boutique.,1.0
1751,1424,He scheduled a meeting with an important client.,The man was disappointed about his birthday present.,0.0
1752,111,The book was deemed inappropriate for children.,Schools banned it from its libraries.,1.0
1753,1455,He skipped a grade in school.,The child was much smaller than his classmates.,1.0
1754,1393,Factories increased their production.,Air qualtity in the city improved.,0.0
1755,1127,No witnesses of the crime testified against the suspect.,The suspect was convicted.,0.0
1756,89,He finished reading it.,The man closed the book.,1.0
1757,328,My friend was recovering from surgery.,I dropped her off at the hospital.,0.0
1758,86,I saw a woman getting robbed on the street.,I hailed a cab.,0.0
1759,1025,She was repulsed by him.,The woman ignored the man.,1.0
1760,1059,I spilled glue on the wood.,The wood became smooth.,0.0
1761,1314,The air conditioner in the room broke.,The woman's room is always cold.,0.0
1762,1034,The patient said his leg felt numb.,The nurse tested his reflexes.,1.0
1763,53,The bodybuilder lifted weights.,The gym closed.,0.0
1764,436,They were trying to elicit a confession.,The police searched the offender's car.,0.0
1765,1148,The girl wanted to exercise.,She did stretches.,1.0
1766,1309,He whistled whenever a player scored a touchdown.,"The players called their coach ""The Flute"".",1.0
1767,40,She decided to run for office.,The woman hired a lawyer.,0.0
1768,1022,The woman's date wanted to have Japanese cuisine.,He asked her if she liked sushi.,1.0
1769,1049,It was stale.,The man liked the bread.,0.0
1770,365,She lost a tooth.,The girl's mouth ached.,1.0
1771,138,I scratched my skin.,My itch went away.,1.0
1772,1026,She opened her parachute.,The skydiver started to fall down.,0.0
1773,1154,The boy rubbed the side of the jar.,The lid came off.,0.0
1774,267,The lid on the mailbox broke.,My mailbox was overflowing with letters.,0.0
1775,49,It was fresh.,The man threw out the bread.,0.0
1776,84,I finished a page of the book.,I turned to the next page.,1.0
1777,1438,He turned down his friend's invitation to go.,The friend was anggry at the man.,1.0
1778,331,It was Saturday.,I lingered in bed upon awakening.,1.0
1779,1325,His brother tickled him.,The boy started crying loudly.,0.0
1780,347,The bully mocked the boy.,The boy got a black eye.,0.0
1781,1149,He went through an intersection.,The driver crashed over to the side of the road.,1.0
1782,158,The woman smelled smoke.,The woman covered her ears.,0.0
1783,1319,Most members were unable to join.,The meeting was postponed.,1.0
1784,291,She liked fast food.,The girl politely declined the hamburger.,0.0
1785,6,No one voted for him.,The politician lost the election.,1.0
1786,440,The man grew old.,He sold his belongings.,0.0
1787,1292,I smeared the stain on the floor.,I got rid of the stain.,0.0
1788,1411,The man rolled the bowling ball down the alley.,The bowling ball did not knock over any bowling pins.,0.0
1789,1472,It rained a lot in the area around the river.,The branch moved downstream.,0.0
1790,237,He got a hole in his sock.,The man broke his toe.,0.0
1791,1322,The customer had enough money for the souvenir.,He bargained with the vendor.,0.0
1792,1383,The man wanted to spend money.,He withdrew money from his savings account.,1.0
1793,1258,The button on my laptop fell off.,I glued the button back on.,1.0
1794,1142,The mirror in the bathroom cleared up.,The girl applied her makeup.,1.0
1795,1437,They were separated.,The couple did not live together.,1.0
1796,62,I was full from breakfast.,My stomach growled.,0.0
1797,1237,He got a hole in his sock.,The man hid his feet.,1.0
1798,99,It was crowded.,The bar closed.,0.0
1799,1274,The woman and her boyfriend got engaged.,They planned a vacation together.,1.0
1800,1266,The man felt cold while reading the newspaper.,He sipped coffee.,1.0
1801,428,The sun went down.,The driver turned on the car's headlights.,1.0
1802,427,A tall person was sitting in front of me.,My view of the movie screen was blocked.,1.0
1803,1481,The student took notes.,The teacher covered a lot of material.,1.0
1804,418,They escaped from jail.,The kidnappers released the hostage.,0.0
1805,1061,The man walked alone on the street.,He was jumped from behind.,1.0
1806,1429,The girl was thirsty.,Her father told her to drink her milk.,1.0
1807,271,I went swimming.,My feet were blistered.,0.0
1808,1495,The girl wanted to have a symbol on her arm.,She got a tattoo.,1.0
1809,368,The spy was hired by the government.,The spy discovered the enemy's location.,0.0
1810,1487,The child sprinkled pepper in his friend's face.,His friend got sick.,0.0
1811,1121,The girl turned down the hill on her bike.,Her bike sped up.,0.0
1812,1042,An awful song came on the radio.,I covered my ears.,1.0
1813,145,They stormed the city.,The army surrendered the battle.,0.0
1814,1210,The movie was animated.,The parents allowed their children to watch the movie.,1.0
1815,140,A burglar broke into the house.,The homeowners were asleep.,0.0
1816,1183,The soil was dry.,I watered the soil.,1.0
1817,1363,He left a note.,The investigators notified the family of the man's death.,0.0
1818,1394,Her daughter burped at the kitchen table.,The mother praised her daughter.,0.0
1819,182,A comet collided with the moon.,A crater formed on the moon.,1.0
1820,335,I needed to get cash.,I went to the bank.,1.0
1821,474,The seasons changed from summer to autumn.,Leaves fell from the trees.,1.0
1822,1017,I poured bleach on it.,The shirt became clean.,1.0
1823,360,He went through a growth spurt.,The teenager grew taller than his father.,1.0
1824,318,The woman presented her brother with a gift.,Her brother unwrapped the gift.,1.0
1825,194,He bickered with his sister.,The boy felt homesick.,0.0
1826,1418,They accepted ransom money.,There was a nationwide manhunt for the kidnappers.,0.0
1827,175,The man carried the chair to his office.,The chair squeaked.,0.0
1828,71,The terrorist set off the bomb.,The bomb was deactivated.,0.0
1829,1213,The climbers failed to reach the peak of the mountain.,They encountered an avalanche.,1.0
1830,1298,The laptop's battery died.,The manufacturer wouldn't fix the screen on the laptop after it went black.,0.0
1831,1395,My phone rang.,I did not get any calls.,0.0
1832,1156,I ran five miles.,I reached the top of the building.,0.0
1833,1374,The man dealt well with the tragedy.,He refused to talk about it.,0.0
1834,259,She wanted to avoid recognition.,The celebrity wore sunglasses.,1.0
1835,346,It was fake.,The photograph faded.,0.0
1836,1417,The children hit a ball into her yard.,The children rang the bell at the woman's house.,1.0
1837,173,The host served dinner to his guests.,His guests were gracious.,1.0
1838,64,He entered the house.,The man removed his coat.,1.0
1839,444,The student was in a rush to get to school on time.,He left his assignment at home.,1.0
1840,221,The girl wanted to make her mother happy.,The girl picked a flower for her mother.,1.0
1841,1306,I climbed several flights of stairs.,I understood the story.,0.0
1842,320,They were hot.,The children ran through the sprinkler.,1.0
1843,224,The man uncovered incriminating evidence against his enemy.,The man blackmailed his enemy.,1.0
1844,325,His brother kicked him.,The boy giggled uncontrollably.,0.0
1845,1449,I shot the rubber band.,It stretched.,0.0
1846,12,The elderly woman suffered a stroke.,The woman's daughter moved in to take care of her.,1.0
1847,1443,Their responses on the assignment were identical.,The teacher praised the pair of students.,0.0
1848,1235,I blew into it.,The balloon poped.,0.0
1849,183,I planted the seeds in the soil.,I watered the soil.,0.0
1850,1248,The girl saw a trailer of her favorite actor.,She asked him for his autograph.,0.0
1851,1158,The fire alarm blared.,The woman covered her nose.,0.0
1852,437,They were retired.,The couple travelled south for the winter.,1.0
1853,1451,I eradicated the poison ivy from my yard.,I no longer broke out into a rash.,1.0
1854,434,It was the top of the hour.,The clock chimed.,1.0
1855,1268,The pimples ripened.,We squeezed them.,1.0
1856,1287,The boy had trouble buttoning his tight shirt.,He asked his mother for help.,0.0
1857,1178,I intentionally bumped into the stranger.,I apologized to him.,0.0
1858,193,He received a perfect score.,The student flaunted his test grade to his classmates.,1.0
1859,218,The student's answer on the exam was incorrect.,The teacher subtracted points off the student's grade.,1.0
1860,1,The sun was rising.,My body cast a shadow over the grass.,1.0
1861,317,He fell asleep on his couch.,The man was bitten by mosquitoes.,0.0
1862,308,The sun emerged from the clouds.,The woman took her sweater off.,1.0
1863,312,The woman had an infection.,She took antibiotics.,1.0
1864,1423,I put my head under the running faucet.,The water splashed in my face.,1.0
1865,1406,I salesman's pitch was very good.,He persuaded me to buy the product.,1.0
1866,1143,The man reached into his pocket.,The security guard questioned the man.,1.0
1867,1096,She received a salary bonus.,The woman looked for a job.,0.0
1868,1342,Her friend sat next to her at lunch.,The girl kept talking to her friend.,1.0
1869,130,The product was heavily advertised.,Consumers recognized the product.,1.0
1870,1168,I parked illegally.,My car was rejuvenated.,0.0
1871,105,I anticipated the interviewer's questions.,I botched the job interview.,0.0
1872,1448,My finger swelled.,I cut my nails.,0.0
1873,399,The man's watch was broken.,He waited at the bus stop.,0.0
1874,25,She was attracted to him.,The woman gave the man her phone number.,1.0
1875,1480,He sewed the hole in his pocket.,The man did not lose coins in his pocket anymore.,1.0
1876,373,The woman hit a midlife crisis.,She retired.,0.0
1877,1313,The woman wanted a divorce.,She cancelled her appointments.,0.0
1878,1082,She migrated from another country.,The woman was rich.,0.0
1879,173,The host served dinner to his guests.,His guests went hungry.,0.0
1880,375,His wife criticized him.,The man grieved.,0.0
1881,27,The toddler became cranky.,Her mother fixed her hair into pigtails.,0.0
1882,259,She wanted to thank her fans.,The celebrity wore sunglasses.,0.0
1883,1295,The girl strangled her friend.,Her friend choked.,1.0
1884,1160,He told a racist joke.,The audience applauded the comedian on stage.,0.0
1885,1189,The girl never learned to dance.,Her parents showed her how to dance.,1.0
1886,1362,The man wearing a short-sleeved shirt ran away but there was a fence.,The sleeve ripped.,0.0
1887,241,Everyone in the room was talking.,I got distracted from my conversation with the woman.,1.0
1888,1178,I intentionally bumped into the stranger.,I ran away.,1.0
1889,226,I was shocked.,My jaw dropped open.,1.0
1890,491,I lit the candle.,The wax on the candle hardened.,0.0
1891,315,It was severely infected.,The doctors amputated the patient's leg.,1.0
1892,493,He parallel parked on the street.,The man received a parking ticket.,0.0
1893,1384,The floor contained broken glass.,The windows were left open.,0.0
1894,3,The cafe reopened in a new location.,The women met for coffee.,0.0
1895,156,I walked upstairs.,I chugged the pitcher of water.,0.0
1896,1441,The son told his parents that a hamburger is not enough.,They ordered fries with the hamburger.,1.0
1897,1359,We ordered a pizza but did not eat it all.,The pizza was delivered.,0.0
1898,377,I made a resolution to eat a healthy diet.,I attended a yoga class.,0.0
1899,488,The couple got engaged.,They took some time apart.,0.0
1900,340,The parents shook a rattle in front of the baby.,The fussy baby calmed down.,1.0
1901,409,I blew on the wick.,The flame on the candle went out.,1.0
1902,1032,The man hated the shape of his chin.,He wore a hat.,0.0
1903,90,His grandfather was blind.,The boy read the novel aloud to his grandfather.,1.0
1904,262,He trusted the therapist.,The man revealed personal information to the therapist.,1.0
1905,1369,The child drew on the table.,The tablecloth needed to be washed.,1.0
1906,5,It was a surprise party.,The guests of the party hid behind the couch.,1.0
1907,1028,He received the vaccine for the disease.,The child was not vaccinated but did not get the disease.,0.0
1908,459,He took a nap.,The man fainted.,0.0
1909,1229,I paid for friend's my ticket.,I paid her back.,0.0
1910,247,The woman pressed down on the piano key.,A sound played.,1.0
1911,1164,The man was local.,He asked for directions.,0.0
1912,1069,The shop was undergoing renovation.,The shop was very popular.,0.0
1913,1185,The woman was questioned about the scar on her face.,She hid the scar with makeup.,0.0
1914,1373,The woman did not want to work anymore.,She went sky diving.,0.0
1915,1207,They got along with their landlord.,The tenants lease for the apartment was extended.,1.0
1916,1100,He was parking.,The driver looked into the rear camera.,1.0
1917,112,The man begged for forgiveness.,The woman joked around with him.,0.0
1918,75,The clock stopped ticking.,The clock showed the wrong time.,1.0
1919,334,She had an allergic reaction.,The woman suffered amnesia.,0.0
1920,9,The physician misdiagnosed the patient.,The patient filed a malpractice lawsuit against the physician.,1.0
1921,417,The children trampled through her garden.,The woman banished the children from her property.,1.0
1922,1150,The patient's family visited him.,The patient felt happy.,1.0
1923,273,He caught a whiff of her perfume.,The man took notice of the woman.,1.0
1924,1088,I finished eating.,I didn't have to do the dishes.,0.0
1925,1227,The child obeyed her parents.,Her parents hugged her.,1.0
1926,1488,The couple had a big fight.,They planned a wedding.,0.0
1927,1332,The man was bitten by insects.,He put out his back.,0.0
1928,127,Several witnesses of the crime testified against the suspect.,The suspect was convicted.,1.0
1929,1231,The girl clenched the paper her in her fist.,The paper crinkled.,1.0
1930,270,The potter put the clay in the oven.,The clay hardened.,1.0
1931,1171,The motorcyclist let go of the throttle.,The motorcycle shot forward.,0.0
1932,79,The girl was angry with her friend.,The girl told a secret to her friend.,0.0
1933,1419,He ran out of onions.,The cook went to the market.,1.0
1934,364,I backed up my files.,The computer crashed.,0.0
1935,190,The baby was wailing in his crib.,The mother picked up the baby.,1.0
1936,1229,I paid for friend's my ticket.,I sought a refund.,1.0
1937,294,I dropped it.,The egg splattered.,1.0
1938,1344,I wanted to check the weather forecast.,I browsed the internet.,1.0
1939,1293,The documents were loose.,I kept them in a secure place.,0.0
1940,1334,She had an allergic reaction.,The woman got a body rash.,1.0
1941,316,The mirror was smudged.,The girl stared at herself in the mirror.,0.0
1942,77,He was addicted to nicotine.,The man craved a cigarette.,1.0
1943,1278,The woman looked like her sister.,The woman invited her sister for coffee.,0.0
1944,1301,She received her monthly bill.,The woman never used her credit card.,0.0
1945,437,They were separated.,The couple travelled south for the winter.,0.0
1946,1164,The man was local.,He drew a map.,1.0
1947,1431,The caller drove through a long tunnel.,The caller waited on the line.,0.0
1948,1061,The man walked alone on the street.,He was fined for littering.,0.0
1949,1410,The man caught a cold on his way home.,He had a runny nose the next day.,1.0
1950,311,I applied pressure to the cut on my arm.,It stopped bleeding.,1.0
1951,309,He yelled whenever a player fumbled the ball.,The football coach lost his voice after the game.,1.0
1952,484,Political violence broke out in the nation.,Many citizens took refuge in other territories.,1.0
1953,284,The woman wanted to be a doctor.,She went to medical school.,1.0
1954,107,The man looked at his watch.,He realized he forgot something.,0.0
1955,469,Plans were announced to replace a local park with a shopping mall.,Environmentalists started a petition.,1.0
1956,1404,My friend wanted to stay overnight.,I swept the floor in the unoccupied room.,1.0
1957,1005,It was a surprise party.,The guests of the party brought candles.,0.0
1958,44,The man's eye became infected.,He put on glasses.,0.0
1959,210,The movie was animated.,The parents forbade their children from watching the movie.,0.0
1960,1111,The book was deemed appropriate for children.,Schools banned it from its libraries.,0.0
1961,30,The friends saw eye to eye.,The friends' debate dragged on interminably.,0.0
1962,1187,He was collecting seashells in the sand.,The boy cut his hand in the sand.,1.0
1963,1050,They had a pillow fight.,The children bumped their heads on the ceiling.,0.0
1964,1345,The water in tank was dirty.,I blew on it.,0.0
1965,82,She migrated from another country.,The woman spoke with a foreign accent.,1.0
1966,1257,The bar was slippery.,The boy lost sniffed the bar of soap.,0.0
1967,1490,The man bought more than he could afford.,He became rich.,0.0
1968,370,The water in the teapot started to boil.,The teapot whistled.,1.0
1969,146,The navy bombed the ship.,The ship's debris sunk in the sea.,1.0
1970,190,The baby was wailing in his crib.,The baby crawled to the mother.,0.0
1971,1034,The patient said his leg felt numb.,The nurse gave him an IV.,0.0
1972,231,The girl applied the scissors to the paper.,The paper sliced apart.,1.0
1973,279,He checked his work.,The man made an error in his calculations.,0.0
1974,369,The child drew on the table.,The glasses on the table spilled.,0.0
1975,1281,The shopper won a discount on the cost of the item.,He checked its price tag.,0.0
1976,1411,The man dropped the bowling ball on his foot.,The bowling ball did not knock over any bowling pins.,1.0
1977,1193,He feigned interest in the class.,The student hid his test grade from his classmates.,1.0
1978,45,It injured its wing.,The bird couldn't fly.,1.0
1979,1316,She felt self-conscious.,The girl could barely see her reflection.,0.0
1980,1332,The man was bitten by insects.,He scratched his back.,1.0
1981,368,The spy bugged the enemy's phone.,The spy discovered the enemy's location.,1.0
1982,1406,I salesman's pitch was very good.,I turned his offer down.,0.0
1983,1402,The girl wanted to eat cereal.,She lost her appetite.,0.0
1984,70,The station was playing rock music.,The boy tuned the radio.,0.0
1985,151,She didn't get vaccinated.,The child caught a life-threatening illness.,1.0
1986,132,The cowgirl threw her lasso towards the horse.,The horse trotted into the barn.,0.0
1987,1097,She took sleeping pills.,The woman did not wake up.,1.0
1988,1331,I was hungry.,My stomache started growling.,1.0
1989,1416,The courtroom broke into uproar.,The defendant listened anxiously.,0.0
1990,1120,The player scored.,The fans in the stadium were apathetic.,0.0
1991,410,The man drank heavily at the party.,He had a runny nose the next day.,0.0
1992,1083,He blew out the candle.,Smoke got in the boy's eyes.,1.0
1993,1328,My friend had to go for a health checkup.,I dropped her off at the hospital.,1.0
1994,1327,It was late.,I saw the stars.,0.0
1995,1303,The man stalked her.,The woman answered the phone.,0.0
1996,1252,The boy found his sister.,They played hide and seek.,1.0
1997,459,He ran a marathon.,The man fainted.,1.0
1998,189,The girl performed in a dance recital.,Her parents came to watch the recital.,1.0
1999,83,He ate a pepper.,The boy's mouth stung.,1.0
